ID,Media,Latitude,Longitude,COMMUNE,Site_web,Support historique,logo,Annee_creation,Aire_couverture,EPCI_couverts,Thematique_principale,Groupe
761,Ouest France,47.872096,-3.548623,Quimperlé,https://www.ouest-france.fr,Presse,https://www.ouest-france.fr/sites/all/themes/front/images/logos/logo-of-1200x630.png,1944,,,Informations générales,SIPA Ouest-France
762,Ouest France,48.744292,-0.020848,Argentan,https://www.ouest-france.fr,Presse,https://www.ouest-france.fr/sites/all/themes/front/images/logos/logo-of-1200x630.png,1944,,,Informations générales,SIPA Ouest-France
763,Ouest France,47.700045,-0.073221,La Flèche,https://www.ouest-france.fr,Presse,https://www.ouest-france.fr/sites/all/themes/front/images/logos/logo-of-1200x630.png,1944,,,Informations générales,SIPA Ouest-France
764,Ouest France,47.652322,-2.086793,Redon,https://www.ouest-france.fr,Presse,https://www.ouest-france.fr/sites/all/themes/front/images/logos/logo-of-1200x630.png,1944,,,Informations générales,SIPA Ouest-France
765,Ouest France,49.183498,-0.36422,Caen,https://www.ouest-france.fr,Presse,https://www.ouest-france.fr/sites/all/themes/front/images/logos/logo-of-1200x630.png,1944,,,Informations générales,SIPA Ouest-France
766,Ouest France,48.648522,-2.007083,Saint-Malo,https://www.ouest-france.fr,Presse,https://www.ouest-france.fr/sites/all/themes/front/images/logos/logo-of-1200x630.png,1944,,,Informations générales,SIPA Ouest-France
767,Ouest France,47.061001,-0.87954,Cholet,https://www.ouest-france.fr,Presse,https://www.ouest-france.fr/sites/all/themes/front/images/logos/logo-of-1200x630.png,1944,,,Informations générales,SIPA Ouest-France
768,Ouest France,49.362136,0.086026,Trouville-sur-Mer,https://www.ouest-france.fr,Presse,https://www.ouest-france.fr/sites/all/themes/front/images/logos/logo-of-1200x630.png,1944,,,Informations générales,SIPA Ouest-France
769,Ouest France,48.355712,-1.200744,Fougères,https://www.ouest-france.fr,Presse,https://www.ouest-france.fr/sites/all/themes/front/images/logos/logo-of-1200x630.png,1944,,,Informations générales,SIPA Ouest-France
770,Ouest France,48.895663,-0.200769,Falaise,https://www.ouest-france.fr,Presse,https://www.ouest-france.fr/sites/all/themes/front/images/logos/logo-of-1200x630.png,1944,,,Informations générales,SIPA Ouest-France
771,Ouest France,46.87155,-1.015456,Les Herbiers,https://www.ouest-france.fr,Presse,https://www.ouest-france.fr/sites/all/themes/front/images/logos/logo-of-1200x630.png,1944,,,Informations générales,SIPA Ouest-France
772,Ouest France,49.046275,-1.44418,Coutances,https://www.ouest-france.fr,Presse,https://www.ouest-france.fr/sites/all/themes/front/images/logos/logo-of-1200x630.png,1944,,,Informations générales,SIPA Ouest-France
773,Ouest France,48.469265,-2.514181,Lamballe,https://www.ouest-france.fr,Presse,https://www.ouest-france.fr/sites/all/themes/front/images/logos/logo-of-1200x630.png,1944,,,Informations générales,SIPA Ouest-France
774,Ouest France,47.207348,-1.555601,Nantes,https://www.ouest-france.fr,Presse,https://www.ouest-france.fr/sites/all/themes/front/images/logos/logo-of-1200x630.png,1944,,,Informations générales,SIPA Ouest-France
775,Ouest France,48.749876,-0.567331,Flers,https://www.ouest-france.fr,Presse,https://www.ouest-france.fr/sites/all/themes/front/images/logos/logo-of-1200x630.png,1944,,,Informations générales,SIPA Ouest-France
776,Ouest France,47.666386,-2.985712,Auray,https://www.ouest-france.fr,Presse,https://www.ouest-france.fr/sites/all/themes/front/images/logos/logo-of-1200x630.png,1944,,,Informations générales,SIPA Ouest-France
777,Ouest France,46.465613,-0.804352,Fontenay-le-Comte,https://www.ouest-france.fr,Presse,https://www.ouest-france.fr/sites/all/themes/front/images/logos/logo-of-1200x630.png,1944,,,Informations générales,SIPA Ouest-France
778,Ouest France,48.06711,-2.965307,Pontivy,https://www.ouest-france.fr,Presse,https://www.ouest-france.fr/sites/all/themes/front/images/logos/logo-of-1200x630.png,1944,,,Informations générales,SIPA Ouest-France
779,Ouest France,48.51323,-2.761042,Saint-Brieuc,https://www.ouest-france.fr,Presse,https://www.ouest-france.fr/sites/all/themes/front/images/logos/logo-of-1200x630.png,1944,,,Informations générales,SIPA Ouest-France
780,Ouest France,47.994791,-4.100735,Quimper,https://www.ouest-france.fr,Presse,https://www.ouest-france.fr/sites/all/themes/front/images/logos/logo-of-1200x630.png,1944,,,Informations générales,SIPA Ouest-France
781,Ouest France,48.390193,-4.489537,Brest,https://www.ouest-france.fr,Presse,https://www.ouest-france.fr/sites/all/themes/front/images/logos/logo-of-1200x630.png,1944,,,Informations générales,SIPA Ouest-France
782,Ouest France,48.837758,-0.89031,Vire Normandie,https://www.ouest-france.fr,Presse,https://www.ouest-france.fr/sites/all/themes/front/images/logos/logo-of-1200x630.png,1944,,,Informations générales,SIPA Ouest-France
783,Ouest France,49.144673,0.226437,Lisieux,https://www.ouest-france.fr,Presse,https://www.ouest-france.fr/sites/all/themes/front/images/logos/logo-of-1200x630.png,1944,,,Informations générales,SIPA Ouest-France
784,Ouest France,48.578552,-3.828586,Morlaix,https://www.ouest-france.fr,Presse,https://www.ouest-france.fr/sites/all/themes/front/images/logos/logo-of-1200x630.png,1944,,,Informations générales,SIPA Ouest-France
785,Ouest France,47.657351,-2.759733,Vannes,https://www.ouest-france.fr,Presse,https://www.ouest-france.fr/sites/all/themes/front/images/logos/logo-of-1200x630.png,1944,,,Informations générales,SIPA Ouest-France
786,Ouest France,48.684943,-1.359958,Avranches,https://www.ouest-france.fr,Presse,https://www.ouest-france.fr/sites/all/themes/front/images/logos/logo-of-1200x630.png,1944,,,Informations générales,SIPA Ouest-France
787,Ouest France,48.005414,0.193096,Le Mans,https://www.ouest-france.fr,Presse,https://www.ouest-france.fr/sites/all/themes/front/images/logos/logo-of-1200x630.png,1944,,,Informations générales,SIPA Ouest-France
788,Ouest France,48.118641,-1.210154,Vitré,https://www.ouest-france.fr,Presse,https://www.ouest-france.fr/sites/all/themes/front/images/logos/logo-of-1200x630.png,1944,,,Informations générales,SIPA Ouest-France
789,Ouest France,48.109316,-1.676908,Rennes,https://www.ouest-france.fr,Presse,https://www.ouest-france.fr/sites/all/themes/front/images/logos/logo-of-1200x630.png,1944,,,Informations générales,SIPA Ouest-France
790,Ouest France,47.281883,-2.393915,La Baule-Escoublac,https://www.ouest-france.fr,Presse,https://www.ouest-france.fr/sites/all/themes/front/images/logos/logo-of-1200x630.png,1944,,,Informations générales,SIPA Ouest-France
791,Ouest France,48.56304,-3.151706,Guingamp,https://www.ouest-france.fr,Presse,https://www.ouest-france.fr/sites/all/themes/front/images/logos/logo-of-1200x630.png,1944,,,Informations générales,SIPA Ouest-France
792,Ouest France,46.66914,-1.433051,La Roche-sur-Yon,https://www.ouest-france.fr,Presse,https://www.ouest-france.fr/sites/all/themes/front/images/logos/logo-of-1200x630.png,1944,,,Informations générales,SIPA Ouest-France
793,Ouest France,47.82757,-0.708205,Château-Gontier,https://www.ouest-france.fr,Presse,https://www.ouest-france.fr/sites/all/themes/front/images/logos/logo-of-1200x630.png,1944,,,Informations générales,SIPA Ouest-France
794,Ouest France,49.115126,-1.086431,Saint-Lô,https://www.ouest-france.fr,Presse,https://www.ouest-france.fr/sites/all/themes/front/images/logos/logo-of-1200x630.png,1944,,,Informations générales,SIPA Ouest-France
795,Ouest France,46.496193,-1.778386,Les Sables-d'Olonne,https://www.ouest-france.fr,Presse,https://www.ouest-france.fr/sites/all/themes/front/images/logos/logo-of-1200x630.png,1944,,,Informations générales,SIPA Ouest-France
796,Ouest France,48.431339,0.089888,Alençon,https://www.ouest-france.fr,Presse,https://www.ouest-france.fr/sites/all/themes/front/images/logos/logo-of-1200x630.png,1944,,,Informations générales,SIPA Ouest-France
797,Ouest France,47.747069,-3.359969,Lorient,https://www.ouest-france.fr,Presse,https://www.ouest-france.fr/sites/all/themes/front/images/logos/logo-of-1200x630.png,1944,,,Informations générales,SIPA Ouest-France
798,Ouest France,48.17795,-2.754951,Loudéac,https://www.ouest-france.fr,Presse,https://www.ouest-france.fr/sites/all/themes/front/images/logos/logo-of-1200x630.png,1944,,,Informations générales,SIPA Ouest-France
799,Ouest France,47.365731,-1.177037,Ancenis,https://www.ouest-france.fr,Presse,https://www.ouest-france.fr/sites/all/themes/front/images/logos/logo-of-1200x630.png,1944,,,Informations générales,SIPA Ouest-France
800,Ouest France,46.697829,-1.948276,Saint-Gilles-Croix-de-Vie,https://www.ouest-france.fr,Presse,https://www.ouest-france.fr/sites/all/themes/front/images/logos/logo-of-1200x630.png,1944,,,Informations générales,SIPA Ouest-France
801,Ouest France,49.64565,-1.591828,Cherbourg-en-Cotentin,https://www.ouest-france.fr,Presse,https://www.ouest-france.fr/sites/all/themes/front/images/logos/logo-of-1200x630.png,1944,,,Informations générales,SIPA Ouest-France
802,Ouest France,48.453931,-2.048187,Dinan,https://www.ouest-france.fr,Presse,https://www.ouest-france.fr/sites/all/themes/front/images/logos/logo-of-1200x630.png,1944,,,Informations générales,SIPA Ouest-France
803,Ouest France,47.717404,-1.376284,Châteaubriant,https://www.ouest-france.fr,Presse,https://www.ouest-france.fr/sites/all/themes/front/images/logos/logo-of-1200x630.png,1944,,,Informations générales,SIPA Ouest-France
804,Ouest France,48.075145,-0.761571,Laval,https://www.ouest-france.fr,Presse,https://www.ouest-france.fr/sites/all/themes/front/images/logos/logo-of-1200x630.png,1944,,,Informations générales,SIPA Ouest-France
805,Ouest France,48.837394,-1.5927,Granville,https://www.ouest-france.fr,Presse,https://www.ouest-france.fr/sites/all/themes/front/images/logos/logo-of-1200x630.png,1944,,,Informations générales,SIPA Ouest-France
806,Paris Normandie,49.438406,1.091703,Rouen,https://www.paris-normandie.fr,Presse,https://www.paris-normandie.fr/resources/pn/images/logo-paris-normandie.jpg,1944,,,Informations générales,Groupe Normandie
807,Paris Normandie,49.518828,0.534688,Lillebonne,https://www.paris-normandie.fr,Presse,https://www.paris-normandie.fr/resources/pn/images/logo-paris-normandie.jpg,1944,,,Informations générales,Groupe Normandie
808,Paris Normandie,49.492977,0.115216,Le Havre,https://www.paris-normandie.fr,Presse,https://www.paris-normandie.fr/resources/pn/images/logo-paris-normandie.jpg,1944,,,Informations générales,Groupe Normandie
809,Paris Normandie,49.211046,1.169292,Louviers,https://www.paris-normandie.fr,Presse,https://www.paris-normandie.fr/resources/pn/images/logo-paris-normandie.jpg,1944,,,Informations générales,Groupe Normandie
810,Paris Normandie,49.731592,1.439608,Neufchâtel-en-Bray,https://www.paris-normandie.fr,Presse,https://www.paris-normandie.fr/resources/pn/images/logo-paris-normandie.jpg,1944,,,Informations générales,Groupe Normandie
811,Paris Normandie,49.757551,0.37655,Fécamp,https://www.paris-normandie.fr,Presse,https://www.paris-normandie.fr/resources/pn/images/logo-paris-normandie.jpg,1944,,,Informations générales,Groupe Normandie
812,Paris Normandie,49.924497,1.07528,Dieppe,https://www.paris-normandie.fr,Presse,https://www.paris-normandie.fr/resources/pn/images/logo-paris-normandie.jpg,1944,,,Informations générales,Groupe Normandie
813,Paris Normandie,49.093473,1.484224,Vernon,https://www.paris-normandie.fr,Presse,https://www.paris-normandie.fr/resources/pn/images/logo-paris-normandie.jpg,1944,,,Informations générales,Groupe Normandie
814,Paris Normandie,49.024008,1.143932,Évreux,https://www.paris-normandie.fr,Presse,https://www.paris-normandie.fr/resources/pn/images/logo-paris-normandie.jpg,1944,,,Informations générales,Groupe Normandie
815,Paris Normandie,49.091736,0.59828,Bernay,https://www.paris-normandie.fr,Presse,https://www.paris-normandie.fr/resources/pn/images/logo-paris-normandie.jpg,1944,,,Informations générales,Groupe Normandie
816,Paysan Breton,48.530489,-2.764995,Plérin,https://www.paysan-breton.fr,Presse,,,,,Agriculture,
817,Paysan du Midi,43.560107,3.844409,Saint-Jean-de-Védas,https://www.paysandumidi.fr,Presse,,,"Hérault, Gard, Aude",,Agriculture,Groupe Réussir
818,Paysans de la Loire,45.473085,4.372229,Saint-Priest-en-Jarez,https://www.paysansdelaloire.fr/,Presse,,,,,Agriculture,La Baume Media
819,Pépites magazine,47.164756,-1.402293,La Haie-Fouassière,https://www.pepitesmagazine.com/,Presse,,2017,"Clisson, Sèvre Maine et Vignoble",,Informations générales,
820,Peuple Libre – Drôme hebdo,44.937822,4.897286,Valence,https://www.drome-hebdo.fr,Presse,,,,,Informations générales,Sogemedia / La Manche Libre
821,Picardie - La Gazette,49.893205,2.301607,Amiens,https://www.picardiegazette.fr/,Presse,,,Picardie,,Economie,
822,Poly,48.593694,7.76119,Strasbourg,https://www.poly.fr,Presse,,1997,Alsace + Loraine,,"Culture, Loisirs",
823,Pontivy Journal,48.056763,-2.962123,Pontivy,https://www.actu.fr/pontivy-journal/,Presse,,,,,Informations générales,SIPA Ouest-France
824,Presse Océan,47.207171,-1.555656,Nantes,https://www.presseocean.fr,Presse,,,,,Informations générales,SIPA Ouest-France
825,Presse Océan,47.274003,-2.212695,Saint-Nazaire,https://www.presseocean.fr,Presse,,,,,Informations générales,SIPA Ouest-France
826,Publi45,47.906383,1.902028,Orléans,https://www.publi45.fr/,Presse,,,"Orléans, ",,Informations générales,
827,Racailles,49.181339,-0.370637,Caen,https://www.racailles.info,Presse,,,Caen,,Info militante,
828,Réussir le Périgord,45.18121,0.720495,Périgueux,https://reussirleperigord.fr/,Presse,,,,,Agriculture,Groupe Réussir
829,Saxifrage,43.900537,1.897236,Gaillac,https://www.saxifrage.fr,Presse,,2015,Tarn,,"Enquête, satirique",
830,Sciences Ouest,48.105455,-1.674922,Rennes,https://www.espace-sciences.org/sciences-ouest,Presse,,,Bretagne,,Sciences et techniques,
831,Sparse,47.313234,5.056812,Dijon,https://www.sparse.fr/a-propos/,Presse,,,,,,
832,Sud-Ouest,46.153194,-1.156382,La Rochelle,https://www.sudouest.fr/,Presse,https://upload.wikimedia.org/wikipedia/fr/thumb/0/0f/Logo_Journal_Sud_Ouest.jpg/280px-Logo_Journal_Sud_Ouest.jpg,1944,,,Informations générales,Groupe Sud-Ouest
833,Sud-Ouest,45.128689,-0.662212,Blaye,https://www.sudouest.fr/,Presse,https://upload.wikimedia.org/wikipedia/fr/thumb/0/0f/Logo_Journal_Sud_Ouest.jpg/280px-Logo_Journal_Sud_Ouest.jpg,1944,,,Informations générales,Groupe Sud-Ouest
834,Sud-Ouest,44.662582,-1.16677,Arcachon,https://www.sudouest.fr/,Presse,https://upload.wikimedia.org/wikipedia/fr/thumb/0/0f/Logo_Journal_Sud_Ouest.jpg/280px-Logo_Journal_Sud_Ouest.jpg,1944,,,Informations générales,Groupe Sud-Ouest
835,Sud-Ouest,44.407325,0.70628,Villeneuve-sur-Lot,https://www.sudouest.fr/,Presse,https://upload.wikimedia.org/wikipedia/fr/thumb/0/0f/Logo_Journal_Sud_Ouest.jpg/280px-Logo_Journal_Sud_Ouest.jpg,1944,,,Informations générales,Groupe Sud-Ouest
836,Sud-Ouest,43.480356,-1.515119,Anglet,https://www.sudouest.fr/,Presse,https://upload.wikimedia.org/wikipedia/fr/thumb/0/0f/Logo_Journal_Sud_Ouest.jpg/280px-Logo_Journal_Sud_Ouest.jpg,1944,,,Informations générales,Groupe Sud-Ouest
837,Sud-Ouest,43.490107,-0.775072,Orthez,https://www.sudouest.fr/,Presse,https://upload.wikimedia.org/wikipedia/fr/thumb/0/0f/Logo_Journal_Sud_Ouest.jpg/280px-Logo_Journal_Sud_Ouest.jpg,1944,"Orthez, Béarn des Gaves et bassin de Lacq",,Informations générales,Groupe Sud-Ouest
838,Sud-Ouest,44.914148,-0.24359,Libourne,https://www.sudouest.fr/,Presse,https://upload.wikimedia.org/wikipedia/fr/thumb/0/0f/Logo_Journal_Sud_Ouest.jpg/280px-Logo_Journal_Sud_Ouest.jpg,1944,,,Informations générales,Groupe Sud-Ouest
839,Sud-Ouest,44.843237,-0.56396,Bordeaux,https://www.sudouest.fr/,Presse,https://upload.wikimedia.org/wikipedia/fr/thumb/0/0f/Logo_Journal_Sud_Ouest.jpg/280px-Logo_Journal_Sud_Ouest.jpg,1944,,,Informations générales,Groupe Sud-Ouest
840,Sud-Ouest,44.20594,0.619358,Agen,https://www.sudouest.fr/,Presse,https://upload.wikimedia.org/wikipedia/fr/thumb/0/0f/Logo_Journal_Sud_Ouest.jpg/280px-Logo_Journal_Sud_Ouest.jpg,1944,,,Informations générales,Groupe Sud-Ouest
841,Sud-Ouest,45.445241,-0.437992,Jonzac,https://www.sudouest.fr/,Presse,https://upload.wikimedia.org/wikipedia/fr/thumb/0/0f/Logo_Journal_Sud_Ouest.jpg/280px-Logo_Journal_Sud_Ouest.jpg,1944,,,Informations générales,Groupe Sud-Ouest
842,Sud-Ouest,43.387989,-1.660006,Saint-Jean-de-Luz,https://www.sudouest.fr/,Presse,https://upload.wikimedia.org/wikipedia/fr/thumb/0/0f/Logo_Journal_Sud_Ouest.jpg/280px-Logo_Journal_Sud_Ouest.jpg,1944,,,Informations générales,Groupe Sud-Ouest
843,Sud-Ouest,44.886048,1.216376,Sarlat-la-Canéda,https://www.sudouest.fr/,Presse,https://upload.wikimedia.org/wikipedia/fr/thumb/0/0f/Logo_Journal_Sud_Ouest.jpg/280px-Logo_Journal_Sud_Ouest.jpg,1944,,,Informations générales,Groupe Sud-Ouest
844,Sud-Ouest,44.555686,-0.248296,Langon,https://www.sudouest.fr/,Presse,https://upload.wikimedia.org/wikipedia/fr/thumb/0/0f/Logo_Journal_Sud_Ouest.jpg/280px-Logo_Journal_Sud_Ouest.jpg,1944,,,Informations générales,Groupe Sud-Ouest
845,Sud-Ouest,43.481934,-1.558629,Biarritz,https://www.sudouest.fr/,Presse,https://upload.wikimedia.org/wikipedia/fr/thumb/0/0f/Logo_Journal_Sud_Ouest.jpg/280px-Logo_Journal_Sud_Ouest.jpg,1944,,,Informations générales,Groupe Sud-Ouest
846,Sud-Ouest,45.623518,-1.028401,Royan,https://www.sudouest.fr/,Presse,https://upload.wikimedia.org/wikipedia/fr/thumb/0/0f/Logo_Journal_Sud_Ouest.jpg/280px-Logo_Journal_Sud_Ouest.jpg,1944,,,Informations générales,Groupe Sud-Ouest
847,Sud-Ouest,45.93742,-0.960832,Rochefort,https://www.sudouest.fr/,Presse,https://upload.wikimedia.org/wikipedia/fr/thumb/0/0f/Logo_Journal_Sud_Ouest.jpg/280px-Logo_Journal_Sud_Ouest.jpg,1944,,,Informations générales,Groupe Sud-Ouest
848,Sud-Ouest,45.648632,0.158201,Angoulême,https://www.sudouest.fr/,Presse,https://upload.wikimedia.org/wikipedia/fr/thumb/0/0f/Logo_Journal_Sud_Ouest.jpg/280px-Logo_Journal_Sud_Ouest.jpg,1944,,,Informations générales,Groupe Sud-Ouest
849,Sud-Ouest,45.747157,-0.634183,Saintes,https://www.sudouest.fr/,Presse,https://upload.wikimedia.org/wikipedia/fr/thumb/0/0f/Logo_Journal_Sud_Ouest.jpg/280px-Logo_Journal_Sud_Ouest.jpg,1944,,,Informations générales,Groupe Sud-Ouest
850,Sud-Ouest,44.500841,0.16833,Marmande,https://www.sudouest.fr/,Presse,https://upload.wikimedia.org/wikipedia/fr/thumb/0/0f/Logo_Journal_Sud_Ouest.jpg/280px-Logo_Journal_Sud_Ouest.jpg,1944,,,Informations générales,Groupe Sud-Ouest
851,Sud-Ouest,44.39039,0.310364,Tonneins,https://www.sudouest.fr/,Presse,https://upload.wikimedia.org/wikipedia/fr/thumb/0/0f/Logo_Journal_Sud_Ouest.jpg/280px-Logo_Journal_Sud_Ouest.jpg,1944,,,Informations générales,Groupe Sud-Ouest
852,Sud-Ouest,45.182453,0.717233,Périgueux,https://www.sudouest.fr/,Presse,https://upload.wikimedia.org/wikipedia/fr/thumb/0/0f/Logo_Journal_Sud_Ouest.jpg/280px-Logo_Journal_Sud_Ouest.jpg,1944,,,Informations générales,Groupe Sud-Ouest
853,Sud-Ouest,43.886763,-0.498576,Mont-de-Marsan,https://www.sudouest.fr/,Presse,https://upload.wikimedia.org/wikipedia/fr/thumb/0/0f/Logo_Journal_Sud_Ouest.jpg/280px-Logo_Journal_Sud_Ouest.jpg,1944,,,Informations générales,Groupe Sud-Ouest
854,Sud-Ouest,43.298558,-0.366711,Pau,https://www.sudouest.fr/,Presse,https://upload.wikimedia.org/wikipedia/fr/thumb/0/0f/Logo_Journal_Sud_Ouest.jpg/280px-Logo_Journal_Sud_Ouest.jpg,1944,,,Informations générales,Groupe Sud-Ouest
855,Sud-Ouest,45.693421,-0.324763,Cognac,https://www.sudouest.fr/,Presse,https://upload.wikimedia.org/wikipedia/fr/thumb/0/0f/Logo_Journal_Sud_Ouest.jpg/280px-Logo_Journal_Sud_Ouest.jpg,1944,,,Informations générales,Groupe Sud-Ouest
